user_id,timestamp,product_id,action
user_0492,2025-11-01T10:19:18.600508Z,CRGE7MMHVKPEZZA5,view
user_0472,2025-11-01T10:21:18.600508Z,ACCECMYMWEKHADVG,click
user_0492,2025-11-01T10:32:18.600508Z,STIEEHYKXGSW9FYH,view
user_0472,2025-11-01T10:34:18.600508Z,SHOE632JZBF4EF2H,click
user_0248,2025-11-01T10:35:18.600508Z,SHVEFAS3RT9N63BU,view
user_0492,2025-11-01T10:44:18.600508Z,ETYEFNWSNCPRQRFQ,view
user_0472,2025-11-01T11:07:18.600508Z,SHOE632JZBF4EF2H,view
user_0278,2025-11-01T11:12:18.600508Z,SNDEC9REJWFXJYB4,view
user_0278,2025-11-01T11:28:18.600508Z,SNDEC9REFMEKRZYT,view
user_0492,2025-11-01T11:35:18.600508Z,ETYEFNWSNCPRQRFQ,view
user_0492,2025-11-01T11:43:18.600508Z,BBAE8WCSBTFNXUYQ,view
user_0278,2025-11-01T11:56:18.600508Z,SNDEC9REJWFXJYB4,click
user_0492,2025-11-01T13:00:18.600508Z,CRGE7MMHVKPEZZA5,view
user_0472,2025-11-01T13:14:18.600508Z,SHOE632JZBF4EF2H,purchase
user_0470,2025-11-01T13:16:18.600508Z,NKCE2V6YBHPDKPJH,view
user_0248,2025-11-01T13:23:18.600508Z,PTPE6GZRTJJCSURV,view
user_0248,2025-11-01T13:38:18.600508Z,STIE7KFFVTZY8AMZ,click
user_0492,2025-11-01T13:48:18.600508Z,CRGE7MMHVKPEZZA5,view
user_0472,2025-11-01T14:08:18.600508Z,KRTE7RMRRGYZSAET,click
user_0492,2025-11-01T14:27:18.600508Z,CRGE7MMHVKPEZZA5,view
user_0248,2025-11-01T15:18:18.600508Z,SHVEFAS3RT9N63BU,view
user_0492,2025-11-01T16:26:18.600508Z,CRGE7MMHVKPEZZA5,click
user_0248,2025-11-01T17:32:18.600508Z,BTWEE5JSBPGZ6WZZ,view
user_0278,2025-11-01T18:05:18.600508Z,WATE8RCBZ5CP9FYJ,view
user_0470,2025-11-01T18:05:18.600508Z,TOPEBF34XN8DBHQP,click
user_0470,2025-11-01T19:48:18.600508Z,TOPEBF34XN8DBHQP,click
user_0248,2025-11-01T19:52:18.600508Z,SHVEFAS3RT9N63BU,view
user_0470,2025-11-01T20:05:18.600508Z,TOPEBF34XN8DBHQP,click
user_0492,2025-11-01T20:44:18.600508Z,ETYEFNWSNCPRQRFQ,view
user_0470,2025-11-01T22:06:18.600508Z,TOPEBF34XN8DBHQP,view
user_0492,2025-11-01T22:35:18.600508Z,CRGE7MMHVKPEZZA5,view
user_0470,2025-11-01T22:48:18.600508Z,TPYEGGGZHDFZWZ2X,view
user_0470,2025-11-01T23:43:18.600508Z,TPYEGGDXBBM74U5V,view
user_0492,2025-11-02T00:28:18.600508Z,BBAEGJFQNBWP6G4G,view
user_0248,2025-11-02T00:54:18.600508Z,DREDXGQEHEMCBXGV,view
user_0470,2025-11-02T01:04:18.600508Z,TOPEBF34XN8DBHQP,purchase
user_0248,2025-11-02T03:03:18.600508Z,PTPE6GZRTJJCSURV,view
user_0470,2025-11-02T03:29:18.600508Z,CRNEEABUH9AJ4FEP,view
user_0415,2025-11-02T03:52:18.600508Z,TSHECNFS9HYANZZP,purchase
user_0415,2025-11-02T04:26:18.600508Z,TSHECNFS9HYANZZP,click
user_0415,2025-11-02T05:17:18.600508Z,SNDE9MVWDSTTUJYS,click
user_0470,2025-11-02T05:50:18.600508Z,TOPEBF34XN8DBHQP,click
user_0453,2025-11-02T06:05:18.600508Z,WATDUKHHH4SQXDAK,click
user_0415,2025-11-02T07:05:18.600508Z,BTWEEFJ8FQQ9TXWZ,view
user_0453,2025-11-02T07:16:18.600508Z,WATDUKHHH4SQXDAK,click
user_0453,2025-11-02T07:19:18.600508Z,MATE49ATGDAF4VAW,click
user_0415,2025-11-02T07:25:18.600508Z,ACCDX9Y3ZR9EUGXJ,view
user_0492,2025-11-02T08:13:18.600508Z,CRGE7MMHVKPEZZA5,view
user_0470,2025-11-02T08:29:18.600508Z,CRTECN2QXBKG9MZF,view
user_0415,2025-11-02T09:26:18.600508Z,TSHECNFS9HYANZZP,click
user_0453,2025-11-02T09:50:18.600508Z,MATE49ATBA9NXCBG,click
user_0176,2025-11-02T09:53:18.600508Z,SHTEG8BF4GURDGHF,click
user_0176,2025-11-02T10:08:18.600508Z,SHTEG8BDHDHMXKRH,view
user_0415,2025-11-02T10:17:18.600508Z,JWSDWBPPVUUXUHEC,click
user_0176,2025-11-02T10:18:18.600508Z,SHTEG8BDHDHMXKRH,click
user_0492,2025-11-02T10:24:18.600508Z,SHTE7F94PFF6MZJW,click
user_0415,2025-11-02T10:32:18.600508Z,DREEAZC7YYQWTH3U,click
user_0415,2025-11-02T11:18:18.600508Z,TSHECNFS9HYANZZP,view
user_0248,2025-11-02T11:31:18.600508Z,PTPE6GZRTJJCSURV,click
user_0105,2025-11-02T11:53:18.600508Z,SNDEHKGN4HC92GR3,click
user_0248,2025-11-02T12:04:18.600508Z,PTPE6GZRTJJCSURV,view
user_0105,2025-11-02T12:29:18.600508Z,SNDEGGTVV3QBHMR2,view
user_0176,2025-11-02T12:29:18.600508Z,BRAEAEGMZCHVXWXU,view
user_0415,2025-11-02T12:43:18.600508Z,TSHECNFS9HYANZZP,purchase
user_0115,2025-11-02T12:44:18.600508Z,WATECE855W5YFE3H,click
user_0115,2025-11-02T12:46:18.600508Z,NKCDYGA7HK76EBFC,view
user_0105,2025-11-02T12:47:18.600508Z,SNDEHKGTMS8KGFMW,view
user_0415,2025-11-02T13:39:18.600508Z,TSHECNFS9HYANZZP,view
user_0176,2025-11-02T13:51:18.600508Z,JEAEARZGTW7AKJFY,view
user_0105,2025-11-02T14:03:18.600508Z,SNDEHJ6ETMCK2FQQ,view
user_0415,2025-11-02T14:15:18.600508Z,SHIE4PZGEARGTGCP,view
user_0115,2025-11-02T14:17:18.600508Z,TSHE9EZJVGGGPUP4,view
user_0115,2025-11-02T14:35:18.600508Z,WATECE855W5YFE3H,view
user_0115,2025-11-02T15:07:18.600508Z,SNRDWTGQ9FDKB33Y,click
user_0176,2025-11-02T15:13:18.600508Z,SHTEG8BF4GURDGHF,view
user_0115,2025-11-02T15:21:18.600508Z,PCSEC86VAJBD6BVX,click
user_0115,2025-11-02T15:23:18.600508Z,TSHE9EZJVGGGPUP4,view
user_0176,2025-11-02T15:36:18.600508Z,SHTEG8BF4GURDGHF,view
user_0415,2025-11-02T16:03:18.600508Z,SHTEAFZ6GRU2DM9N,view
user_0105,2025-11-02T16:28:18.600508Z,SNDEHKGNTBHM4MZD,view
user_0115,2025-11-02T16:40:18.600508Z,TSHE9EZJVGGGPUP4,view
user_0105,2025-11-02T16:48:18.600508Z,SNDEHGYHZKBSRRNB,view
user_0115,2025-11-02T17:07:18.600508Z,WATECE855W5YFE3H,view
user_0470,2025-11-02T17:24:18.600508Z,TPYEGGGZHDFZWZ2X,click
user_0115,2025-11-02T17:37:18.600508Z,WATECE855W5YFE3H,purchase
user_0105,2025-11-02T17:50:18.600508Z,SNDEGGTV9XERMGHH,view
user_0115,2025-11-02T17:52:18.600508Z,WATECE855W5YFE3H,view
user_0105,2025-11-02T18:12:18.600508Z,BLBE7FGJKZHQYNJF,purchase
user_0415,2025-11-02T20:32:18.600508Z,WCKE56UC6FHRF8TH,view
user_0105,2025-11-02T21:00:18.600508Z,SNDEHKGNTBHM4MZD,click
user_0105,2025-11-02T21:27:18.600508Z,BLBE7FGJKZHQYNJF,view
user_0115,2025-11-02T22:20:18.600508Z,TSHE9EZJVGGGPUP4,view
user_0115,2025-11-02T22:29:18.600508Z,TSHE9EZJVGGGPUP4,view
user_0115,2025-11-02T23:35:18.600508Z,WATECE855W5YFE3H,view
user_0135,2025-11-03T00:04:18.600508Z,CSOE88UGAKKGJWCX,view
user_0105,2025-11-03T00:13:18.600508Z,SNDEHKGN4HC92GR3,click
user_0105,2025-11-03T00:26:18.600508Z,BLBE7FGJKZHQYNJF,view
user_0115,2025-11-03T00:32:18.600508Z,WATECE855W5YFE3H,view
user_0135,2025-11-03T00:50:18.600508Z,CSOE88UGU7GZPNZS,view
user_0135,2025-11-03T01:58:18.600508Z,ACCE9ZY9EFCPZYZX,click
user_0115,2025-11-03T02:00:18.600508Z,TSHE9EZJVGGGPUP4,view
user_0115,2025-11-03T02:09:18.600508Z,WATECE855W5YFE3H,purchase
user_0135,2025-11-03T02:23:18.600508Z,CSOE88UGPBWS3GH7,view
user_0135,2025-11-03T02:24:18.600508Z,CSOE88UGQNBSQGCS,purchase
user_0115,2025-11-03T02:32:18.600508Z,WATECE855W5YFE3H,click
user_0415,2025-11-03T02:38:18.600508Z,SNDE9MVWDSTTUJYS,click
user_0105,2025-11-03T03:02:18.600508Z,RNGEDAPSZHANF4KC,view
user_0183,2025-11-03T03:12:18.600508Z,SHIEH6F5KWEZBZTN,view
user_0183,2025-11-03T03:35:18.600508Z,SHIEH5WQNYP7FD9Q,view
user_0135,2025-11-03T03:53:18.600508Z,ACCEA4DZUSSGHFAH,view
user_0135,2025-11-03T03:59:18.600508Z,BKPEGUJHQSJUZBVF,click
user_0115,2025-11-03T04:25:18.600508Z,WATECE855W5YFE3H,click
user_0105,2025-11-03T04:30:18.600508Z,BRAE8VP62FXYQ5N6,view
user_0183,2025-11-03T04:50:18.600508Z,SHIEH6F5KWEZBZTN,view
user_0105,2025-11-03T05:17:18.600508Z,SNDEHGYHZKBSRRNB,click
user_0183,2025-11-03T05:35:18.600508Z,SHVEFNYPDZDWQCZW,view
user_0105,2025-11-03T05:45:18.600508Z,SNDEHKGTMS8KGFMW,view
user_0115,2025-11-03T06:11:18.600508Z,WATECE855W5YFE3H,click
user_0183,2025-11-03T06:41:18.600508Z,SHIEH6YTJC3NFG99,view
user_0135,2025-11-03T06:51:18.600508Z,PANEJZWGJD55B2CC,click
user_0115,2025-11-03T07:07:18.600508Z,WATECE855W5YFE3H,view
user_0135,2025-11-03T07:29:18.600508Z,CSOE88UGU7GZPNZS,view
user_0135,2025-11-03T07:58:18.600508Z,BRAEYGH6GCHZQUJG,view
user_0183,2025-11-03T08:07:18.600508Z,SHIEH6F5KWEZBZTN,purchase
user_0105,2025-11-03T09:01:18.600508Z,SNDEHJ6ABUB763MD,view
user_0183,2025-11-03T09:07:18.600508Z,ACCE5K5HZVHYCQHY,view
user_0183,2025-11-03T09:17:18.600508Z,SHIEH6F5KWEZBZTN,view
user_0183,2025-11-03T09:22:18.600508Z,WATEA6UGFGKZKDJC,view
user_0115,2025-11-03T09:34:18.600508Z,DIAE7QHEUJ75CGM5,view
user_0115,2025-11-03T09:56:18.600508Z,WATECE855W5YFE3H,view
user_0183,2025-11-03T10:28:18.600508Z,BBAE86J6ZYXTPZCZ,purchase
user_0105,2025-11-03T10:45:18.600508Z,SNDEHKGTMS8KGFMW,click
user_0135,2025-11-03T10:48:18.600508Z,CSOE88UG6EHKAW9P,click
user_0135,2025-11-03T12:18:18.600508Z,CSOE88UGU7GZPNZS,view
user_0135,2025-11-03T12:21:18.600508Z,CSOE88UGU7GZPNZS,view
user_0224,2025-11-03T12:59:18.600508Z,NKCEAUXWF7BGPD6T,purchase
user_0105,2025-11-03T13:08:18.600508Z,SNDEGGTVUJZ9HB2M,purchase
user_0224,2025-11-03T13:13:18.600508Z,TSHEGFWNBCWVGQNG,click
user_0115,2025-11-03T13:49:18.600508Z,WATECE855W5YFE3H,purchase
user_0135,2025-11-03T13:49:18.600508Z,NKCE5U69HB8JAUTU,view
user_0115,2025-11-03T14:29:18.600508Z,WATECE855W5YFE3H,click
user_0183,2025-11-03T14:33:18.600508Z,SHIEH6F5KWEZBZTN,view
user_0224,2025-11-03T14:49:18.600508Z,SWMEGZC3YFNJKMQZ,click
user_0135,2025-11-03T14:58:18.600508Z,CSOE88UGPBWS3GH7,view
user_0224,2025-11-03T15:22:18.600508Z,RNGEH3ESGH2PTCHE,view
user_0135,2025-11-03T15:31:18.600508Z,JWSEBUKYQPMBZ3RK,view
user_0224,2025-11-03T15:36:18.600508Z,RNGEH3ESGH2PTCHE,click
user_0183,2025-11-03T15:51:18.600508Z,VANEGQCWHHXD34HX,view
user_0288,2025-11-03T16:11:18.600508Z,SKIECACWVH7U5RHF,view
user_0288,2025-11-03T16:17:18.600508Z,BRAEAQMASWQEFZHF,view
user_0288,2025-11-03T16:19:18.600508Z,SKIECCJJH4YNTUKM,view
user_0288,2025-11-03T17:09:18.600508Z,SKIECACWVH7U5RHF,view
user_0288,2025-11-03T17:24:18.600508Z,BRAEAQMASWQEFZHF,view
user_0288,2025-11-03T17:40:18.600508Z,SHOEGHJVBSMSXQCV,click
user_0115,2025-11-03T17:52:18.600508Z,WATECE855W5YFE3H,click
user_0288,2025-11-03T17:57:18.600508Z,BRAEAQMARHSMTKGK,view
user_0366,2025-11-03T18:04:18.600508Z,BOTEJT4QNFFAEKAG,click
user_0366,2025-11-03T18:18:18.600508Z,DREEHPGGYTZB7WGH,view
user_0288,2025-11-03T18:47:18.600508Z,BRAEAQMARHSMTKGK,purchase
user_0288,2025-11-03T18:58:18.600508Z,SKIECACWVH7U5RHF,view
user_0288,2025-11-03T19:13:18.600508Z,BRAEAQMASWQEFZHF,view
user_0105,2025-11-03T19:45:18.600508Z,SNDEHKGN4HC92GR3,click
user_0288,2025-11-03T20:01:18.600508Z,SKIECACWVH7U5RHF,click
user_0183,2025-11-03T20:06:18.600508Z,SHIEH5WQNYP7FD9Q,click
user_0224,2025-11-03T20:56:18.600508Z,SWMEGZC3YFNJKMQZ,view
user_0366,2025-11-03T21:13:18.600508Z,DREEHPGGYTZB7WGH,view
user_0224,2025-11-03T21:17:18.600508Z,SWMEGZC3YFNJKMQZ,view
user_0366,2025-11-03T21:49:18.600508Z,DREEHPGGYTZB7WGH,click
user_0288,2025-11-03T21:50:18.600508Z,BRAEAQMAYGFHYNTA,view
user_0366,2025-11-03T22:03:18.600508Z,DREEG73HFS6DZBDW,click
user_0288,2025-11-03T22:35:18.600508Z,BBADVRPJZYQ5MBZB,click
user_0135,2025-11-03T22:53:18.600508Z,CSOE88UGQNBSQGCS,click
user_0288,2025-11-03T23:43:18.600508Z,SKIECCJJH4YNTUKM,view
user_0135,2025-11-03T23:47:18.600508Z,CSOE88UGU7GZPNZS,click
user_0288,2025-11-03T23:49:18.600508Z,BRAEAQMASWQEFZHF,view
user_0366,2025-11-03T23:59:18.600508Z,TROE9MH8GZRFSMXX,view
user_0183,2025-11-04T00:05:18.600508Z,SHIEH6YTJC3NFG99,view
user_0224,2025-11-04T00:14:18.600508Z,SWMEGZC3YFNJKMQZ,purchase
user_0288,2025-11-04T00:16:18.600508Z,BRAEAQMASWQEFZHF,click
user_0288,2025-11-04T00:24:18.600508Z,SKIECACWVH7U5RHF,view
user_0366,2025-11-04T00:35:18.600508Z,DREEHPGGYTZB7WGH,click
user_0288,2025-11-04T01:27:18.600508Z,SKIECACWVH7U5RHF,click
user_0105,2025-11-04T01:32:18.600508Z,SNDEGGTVUJZ9HB2M,click
user_0347,2025-11-04T01:45:18.600508Z,TSHEJB9GAY4A4GZ7,view
user_0347,2025-11-04T01:49:18.600508Z,WTBEGAQGJJPH3FBF,view
user_0224,2025-11-04T02:20:18.600508Z,SWMEGZC3YFNJKMQZ,view
user_0224,2025-11-04T02:24:18.600508Z,SWMEGZC3YFNJKMQZ,view
user_0135,2025-11-04T02:32:18.600508Z,GLSEHFUGQRHPBV8D,view
user_0347,2025-11-04T02:33:18.600508Z,NKCE8NDJ76XBRZ2H,view
user_0347,2025-11-04T02:34:18.600508Z,TSHEJB9GAY4A4GZ7,view
user_0224,2025-11-04T02:39:18.600508Z,RNGEH3ESGH2PTCHE,view
user_0224,2025-11-04T02:50:18.600508Z,SKIE5AQJRHMG77YZ,view
user_0366,2025-11-04T03:14:18.600508Z,DREEHPGGYTZB7WGH,purchase
user_0115,2025-11-04T03:44:18.600508Z,WATECE855W5YFE3H,view
user_0224,2025-11-04T03:51:18.600508Z,STIEYZ5SXHXTMGGQ,view
user_0347,2025-11-04T05:01:18.600508Z,TSHEJB9GAY4A4GZ7,view
user_0224,2025-11-04T05:03:18.600508Z,RNGEH3ESGH2PTCHE,view
user_0288,2025-11-04T05:09:18.600508Z,SKIECCJJH4YNTUKM,view
user_0347,2025-11-04T05:21:18.600508Z,TSHEJB9GAY4A4GZ7,view
user_0224,2025-11-04T05:34:18.600508Z,RNGEH3ESGH2PTCHE,click
user_0347,2025-11-04T05:41:18.600508Z,TSHEJB9GAY4A4GZ7,view
user_0347,2025-11-04T06:24:18.600508Z,TSHEJB9GAY4A4GZ7,view
user_0135,2025-11-04T06:31:18.600508Z,SHTDTYYPSUZGKH89,view
user_0135,2025-11-04T06:31:18.600508Z,CSOE88UG6EHKAW9P,click
user_0135,2025-11-04T06:33:18.600508Z,USGEDQPJS7KAZRXF,view
user_0347,2025-11-04T06:33:18.600508Z,VESEGVEMNYBU8DBE,click
user_0288,2025-11-04T07:10:18.600508Z,CAGEFZWRZGH3HNQM,view
user_0395,2025-11-04T08:03:18.600508Z,TSHEE99KGBHPFESB,view
user_0395,2025-11-04T08:15:18.600508Z,COVEJVF7ENJZTYCJ,purchase
user_0288,2025-11-04T08:34:18.600508Z,AIREBA9VGER68DFH,click
user_0366,2025-11-04T08:38:18.600508Z,DREEHPGGYTZB7WGH,click
user_0395,2025-11-04T09:54:18.600508Z,BLAEEFFGGZ4GHJ3S,view
user_0135,2025-11-04T10:22:18.600508Z,CSOE88UGAKKGJWCX,view
user_0317,2025-11-04T11:11:18.600508Z,ACCE9DJVMATEHFC5,click
user_0317,2025-11-04T11:14:18.600508Z,ACCE6GFHDW6DX4GH,view
user_0366,2025-11-04T11:25:18.600508Z,DREEHPGGYTZB7WGH,click
user_0347,2025-11-04T11:35:18.600508Z,MUGEBFGF6PBQ2R3K,click
user_0317,2025-11-04T11:37:18.600508Z,TSHE2MESF3ATPA7G,view
user_0135,2025-11-04T11:57:18.600508Z,PANEJZWGJD55B2CC,view
user_0317,2025-11-04T12:01:18.600508Z,ACCE9DKFF4UDMWC5,view
user_0347,2025-11-04T12:05:18.600508Z,ACCDSY8EDTGSEZD5,view
user_0347,2025-11-04T12:39:18.600508Z,WTBEGAQGJJPH3FBF,view
user_0288,2025-11-04T13:04:18.600508Z,ACCE6GFHDW6DX4GH,view
user_0317,2025-11-04T13:34:18.600508Z,ACCE9DJT7UUZGMNB,view
user_0288,2025-11-04T14:11:18.600508Z,TSHECVF5ZH6E4KFQ,click
user_0347,2025-11-04T14:35:18.600508Z,WTBEGAQGJJPH3FBF,view
user_0347,2025-11-04T15:33:18.600508Z,ACCDX8ZVV2RCNYCY,view
user_0317,2025-11-04T15:47:18.600508Z,ACCE9DJPQ29YN5JY,view
user_0135,2025-11-04T16:12:18.600508Z,CSOE88UGAKKGJWCX,view
user_0239,2025-11-04T16:13:18.600508Z,SHVE5KZ9AYH4YSJ5,click
user_0347,2025-11-04T16:17:18.600508Z,WTBEGAQGJJPH3FBF,purchase
user_0317,2025-11-04T16:42:18.600508Z,CAGE52QH9EBHJ4ME,purchase
user_0317,2025-11-04T16:55:18.600508Z,ACCE9DJP6JEGA2GQ,view
user_0239,2025-11-04T16:59:18.600508Z,SHVE5KZ9ZWJKGCHH,purchase
user_0239,2025-11-04T17:08:18.600508Z,SHVE5KZ9AYH4YSJ5,view
user_0317,2025-11-04T17:14:18.600508Z,BAGEHQ64CJMVM5WY,view
user_0239,2025-11-04T17:31:18.600508Z,SHVEFE3MDHCGTDF6,view
user_0317,2025-11-04T17:31:18.600508Z,DRPEHYHJQNGXBZNU,view
user_0288,2025-11-04T18:29:18.600508Z,BRAEAQMARHSMTKGK,view
user_0347,2025-11-04T18:54:18.600508Z,TSHEJB9GAY4A4GZ7,click
user_0239,2025-11-04T18:56:18.600508Z,SHVE5KZ9AYH4YSJ5,click
user_0239,2025-11-04T19:07:18.600508Z,NDNEGCU4WZWXZVYH,view
user_0239,2025-11-04T19:23:18.600508Z,SHVEFE3MDHCGTDF6,view
user_0347,2025-11-04T19:29:18.600508Z,WTBEGAQGJJPH3FBF,click
user_0317,2025-11-04T19:31:18.600508Z,ACCE9DJS44PWRZCY,view
user_0317,2025-11-04T20:02:18.600508Z,ACCE9DK7WRDZHPFX,view
user_0347,2025-11-04T20:06:18.600508Z,WTBEGAQGJJPH3FBF,click
user_0347,2025-11-04T20:23:18.600508Z,BBAEAM8SKKYJV7T2,view
user_0317,2025-11-04T20:51:18.600508Z,TSHEHU5RTDQ9UJY5,click
user_0347,2025-11-04T21:22:18.600508Z,TSHEJB9GAY4A4GZ7,view
user_0317,2025-11-04T21:48:18.600508Z,WATDYFQ5WF55NGQJ,view
user_0347,2025-11-04T22:51:18.600508Z,TSHEJB9GAY4A4GZ7,purchase
user_0317,2025-11-04T23:00:18.600508Z,ACCE9DJTEHXUGPCG,click
user_0239,2025-11-04T23:02:18.600508Z,SHVE5KZ9AYH4YSJ5,view
user_0347,2025-11-04T23:08:18.600508Z,WTBEGAQGJJPH3FBF,view
user_0317,2025-11-04T23:29:18.600508Z,ACCE9DJQRGFJ3BUM,view
user_0317,2025-11-05T00:08:18.600508Z,ACCE6GFCTWXEMZJM,view
user_0239,2025-11-05T00:12:18.600508Z,SHVEFE3MDHCGTDF6,view
user_0317,2025-11-05T01:37:18.600508Z,CAGEBTGHYPYZNWQA,view
user_0347,2025-11-05T01:55:18.600508Z,WTBEGAQGJJPH3FBF,view
user_0239,2025-11-05T02:00:18.600508Z,SHVEFE3MDHCGTDF6,view
user_0121,2025-11-05T04:49:18.600508Z,BRAE8B3Z96XDRBSF,click
user_0347,2025-11-05T05:16:18.600508Z,DREE4K5GU54QXGKD,click
user_0121,2025-11-05T05:34:18.600508Z,SHIE6ZSBG9YAZZHF,view
